"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","20","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","20","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","24","1","0.000000","0","0"
"/Game/Peach_M.Peach_M","0","15","15","1","7.224434","0","0"
"/Game/Runner.Runner","0","39","39","1","16.869967","0","0"
"/Game/ScholarStone_M.ScholarStone_M","0","15","15","1","7.047674","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","10","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","36","36","1","16.297873","0","0"
"/Game/Background/B0_Master.B0_Master","0","24","24","1","12.270679","0","0"
"/Game/SideScrollerBP/Meshes/CubeMaterial.CubeMaterial","0","0","24","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_empty.M_ky_empty","0","34","34","1","11.322657","0","0"
"/Game/FXVarietyPack/Materials/M_ky_waterDust02.M_ky_waterDust02","0","26","26","1","9.967931","0","0"
"/Game/FXVarietyPack/Materials/M_ky_smoke01.M_ky_smoke01","0","52","52","2","19.439075","0","0"
"/Game/Maid.Maid","0","39","39","1","16.518229","0","0"
"/Game/Knife1.Knife1","0","129","137","1","42.642925","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_Mesh_Elec.M_Mesh_Elec","0","44","48","1","14.936808","0","0"
"/Game/Lightning_Electricity_Pack/MAP/MAP_Materials/M_Color.M_Color","0","36","36","1","16.965549","0","0"
"/Game/MobileStarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","24","1","0.000000","0","0"
"/Game/Junction_Box.Junction_Box","0","15","15","1","7.063318","0","0"
"/Game/Label.Label","0","15","15","1","6.865886","0","0"
"/Game/Scaf_Support.Scaf_Support","0","15","15","1","6.875130","0","0"
"/Game/Scaf_Platform.Scaf_Platform","0","15","15","1","6.955530","0","0"
"/Game/Husband.Husband","0","63","63","1","26.954367","0","0"
"/Game/MobileStarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","43","1","0.000000","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Statue.M_Statue","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Glass.M_Glass","0","0","43","1","0.000000","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Frame.M_Frame","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","115","1","0.000000","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Chair.M_Chair","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","87","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","34","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","24","1","0.000000","0","0"
"/Game/Lightning_Electricity_Pack/MAP/Character/Materials/M_UE4Main_Body.M_UE4Main_Body","0","184","196","2","58.996307","0","0"
"","0","1","0","1","0.000000","175","0"
"/Game/Lightning_Electricity_Pack/MAP/MAP_Materials/M_Grass.M_Grass","0","44","24","1","29.161755","24","88"
"/Game/Lightning_Electricity_Pack/MAP/MAP_Materials/M_Stand.M_Stand","0","24","24","1","22.469046","0","0"
"/Game/Lightning_Electricity_Pack/MAP/MAP_Materials/M_Tiles.M_Tiles","0","60","60","1","31.549564","0","0"
"/Game/Lightning_Electricity_Pack/Virtual_Reality/VR_Materials/M_CloudVR.M_CloudVR","0","67","71","1","26.544535","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_Cloud.M_Cloud","0","59","59","1","98.626419","0","0"
"/Game/Lightning_Electricity_Pack/Virtual_Reality/VR_Materials/M_Halo2_VR.M_Halo2_VR","0","44","48","1","14.269382","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_Halo2.M_Halo2","0","18","18","1","7.444133","0","0"
"/Game/Lightning_Electricity_Pack/Virtual_Reality/VR_Materials/M_Explosion_VR.M_Explosion_VR","0","44","48","1","15.011523","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_Explosion.M_Explosion","0","18","18","1","7.609603","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","68","1","0.000000","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_Halo.M_Halo","0","18","18","1","7.296667","0","0"
"/Game/Lightning_Electricity_Pack/Virtual_Reality/VR_Materials/M_Halo_VR.M_Halo_VR","0","44","48","1","14.903213","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_Shield.M_Shield","0","57","60","3","25.579521","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_storm.M_storm","0","528","576","12","210.149780","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_ShockWave1.M_ShockWave1","0","38","38","1","13.817289","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_ElectricAura.M_ElectricAura","0","34","34","1","21.516634","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_ShockWave.M_ShockWave","0","38","38","1","18.203556","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_EnergyBall2.M_EnergyBall2","0","19","20","1","15.030076","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_SpriteMask.M_SpriteMask","0","107","117","1","41.129383","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_EnergyBall1.M_EnergyBall1","0","23","25","1","6.713926","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_Lightning.M_Lightning","0","12","12","1","3.883915","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_decal.M_decal","0","34","34","1","16.536201","0","0"
"/Game/MobileStarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","26","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","24","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","196","208","2","59.224140","0","0"
"/Game/MobileStarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","24","1","0.000000","0","0"
"/Game/FXVarietyPack/Materials/M_ky_storm01.M_ky_storm01","0","188","188","4","62.971092","0","0"
"/Game/FXVarietyPack/Materials/M_ky_vortex04_4x4.M_ky_vortex04_4x4","0","76","76","2","24.197170","0","0"
"/Game/FXVarietyPack/Materials/M_ky_primitive_dyn2.M_ky_primitive_dyn2","0","94","94","2","30.997787","0","0"
"/Game/FXVarietyPack/Materials/M_ky_auraWall02.M_ky_auraWall02","0","76","76","2","26.077044","0","0"
"/Game/FXVarietyPack/Materials/M_ky_base_anime.M_ky_base_anime","0","68","68","2","23.197800","0","0"
"/Game/FXVarietyPack/Materials/M_ky_starDust.M_ky_starDust","0","210","222","3","64.174637","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flare01_primitive.M_ky_flare01_primitive","0","126","126","3","40.918583","0","0"
"/Game/FXVarietyPack/Materials/M_ky_base.M_ky_base","0","68","68","2","23.503864","0","0"
"/Game/FXVarietyPack/Materials/M_ky_shockWave03_4x4.M_ky_shockWave03_4x4","0","84","84","2","27.173016","0","0"
"/Game/FXVarietyPack/Materials/M_ky_aura9.M_ky_aura9","0","84","84","2","27.886637","0","0"
"/Game/FXVarietyPack/EpicContent/Materials/M_Glass.M_Glass","0","86","86","2","46.328606","0","0"
"/Game/FXVarietyPack/EpicContent/Materials/M_DemoWallPattern.M_DemoWallPattern","0","72","72","3","35.200516","0","0"
"/Game/FXVarietyPack/Materials/M_ky_dust01_4x4.M_ky_dust01_4x4","0","26","26","1","9.756209","0","0"
"/Game/FXVarietyPack/EpicContent/Materials/M_LightTube.M_LightTube","0","4","4","1","1.194844","0","0"
"/Game/FXVarietyPack/Materials/M_ky_thunderForBeam.M_ky_thunderForBeam","0","34","34","1","12.230185","0","0"
"/Game/FXVarietyPack/EpicContent/Materials/M_DemoRoomTiles.M_DemoRoomTiles","0","29","30","1","13.588169","0","0"
"/Game/FXVarietyPack/Materials/M_ky_primitive.M_ky_primitive","0","87","92","1","24.894636","0","0"
"/Game/FXVarietyPack/Materials/M_ky_subUV01.M_ky_subUV01","0","42","42","1","12.893191","0","0"
"/Game/FXVarietyPack/EpicContent/Materials/M_DemoWall.M_DemoWall","0","114","120","1","43.801754","0","0"
"/Game/FXVarietyPack/EpicContent/Materials/M_DefaultTextMaterialTranslucentUnlit.M_DefaultTextMaterialTranslucentUnlit","0","183","183","1","85.123268","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flareVert.M_ky_flareVert","0","26","26","1","9.482430","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flarePillar.M_ky_flarePillar","0","42","42","1","13.724320","0","0"
"/Game/FXVarietyPack/Materials/M_ky_subUV03.M_ky_subUV03","0","34","34","1","11.472195","0","0"
"/Game/FXVarietyPack/Materials/M_ky_laser01.M_ky_laser01","0","42","42","1","14.726601","0","0"
"/Game/FXVarietyPack/Materials/M_ky_trail_primitive.M_ky_trail_primitive","0","42","42","1","14.598256","0","0"
"/Game/FXVarietyPack/Materials/M_ky_polar_primitive.M_ky_polar_primitive","0","34","34","1","12.651171","0","0"
"/Game/FXVarietyPack/Materials/M_ky_chantDecoA.M_ky_chantDecoA","0","42","42","1","13.598866","0","0"
"/Game/FXVarietyPack/Materials/M_ky_magicCircle020.M_ky_magicCircle020","0","26","26","1","9.829381","0","0"
"/Game/FXVarietyPack/Materials/M_ky_Fresnel.M_ky_Fresnel","0","42","42","1","13.853827","0","0"
"/Game/FXVarietyPack/Materials/M_ky_circle01_4x4G_nonD.M_ky_circle01_4x4G_nonD","0","34","34","1","11.707430","0","0"
"/Game/FXVarietyPack/Materials/M_ky_subUV_dynRGB.M_ky_subUV_dynRGB","0","34","34","1","11.421736","0","0"
"/Game/FXVarietyPack/Materials/M_ky_dynDust.M_ky_dynDust","0","42","42","1","14.903285","0","0"
"/Game/FXVarietyPack/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","42","42","1","14.669652","0","0"
"/Game/FXVarietyPack/Materials/M_ky_stormDeco01.M_ky_stormDeco01","0","52","52","1","16.291197","0","0"
"/Game/FXVarietyPack/Materials/M_ky_stone02.M_ky_stone02","0","65","71","1","17.382952","0","0"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Spark.M_Spark","0","0","26","1","0.000000","0","0"
"/Game/UE4_Mannequin_Mobile/Materials/M_UE4Man_Body.M_UE4Man_Body","0","196","208","2","58.463982","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Door.M_Door","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","34","1","0.000000","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","34","1","0.000000","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","26","1","0.000000","0","0"
"/Game/MobileStarterContent/Particles/Materials/M_Burst.M_Burst","0","0","32","1","0.000000","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Rock.M_Rock","0","0","24","1","0.000000","0","0"
"/Game/MobileStarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","15","1","0.000000","0","0"
"/Game/MobileStarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","15","1","0.000000","0","0"
"/Game/MobileStarterContent/Props/Materials/M_Bush.M_Bush","0","0","51","1","0.000000","0","0"
"/Game/Lightning_Electricity_Pack/Virtual_Reality/VR_Materials/M_VR_Shield.M_VR_Shield","0","69","75","3","23.037205","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_Emissive_ribbon.M_Emissive_ribbon","0","50","50","1","18.140690","0","0"
"/Game/Lightning_Electricity_Pack/Materials/M_Clear.M_Clear","0","44","48","1","11.887779","0","0"
"/Game/Lightning_Electricity_Pack/MAP/MAP_Materials/NewMaterial.NewMaterial","0","31","31","1","13.477077","0","0"
"/Engine/EngineMaterials/EmissiveTexturedMaterial.EmissiveTexturedMaterial","0","6","6","1","1.298308","0","0"
"/Game/Balcony_M.Balcony_M","0","15","15","1","4.970698","0","0"
